# Login variable table: the server-side variables a character is sent at login.
#
# columns: varp<TAB>value<TAB>op
#   varp   the variable id
#   value  the value to send
#   op     the packet the value goes out on (78 = large, 95 = small)
#
# 1175 rows. These set up the client's interface state - panel positions, tab
# selections, HUD arrangement, filter settings. Without them every variable
# reads 0 and much of the interface will not respond.
#
# Read by com.opennxt.content.impl.LoginVarps. Sent to every character; a
# character's own stored value wins once it has one.
# -Dopennxt.experiment.ui.loginVarps=false disables sending them.
27	-1	95
58	25165824	78
63	65535	78
76	1073741823	78
77	2147483647	78
78	2147483647	78
79	2147483647	78
80	1073741823	78
81	1073741823	78
85	-1	95
89	0	95
97	1	95
98	-1	95
99	0	95
100	0	95
108	-2147483648	78
120	-1	95
135	-1	95
161	0	95
186	-1	95
187	-1	95
188	-1	95
249	-1	95
250	-1	95
260	-1	95
261	-1	95
262	-1	95
299	-1	95
300	-1	95
304	-1	95
305	-1	95
423	473	78
424	-21954882	78
425	-166461790	78
429	-1	95
452	0	95
455	0	95
456	0	95
459	4	95
463	1	95
476	-1	95
616	-1	95
623	-1	95
686	-1	95
687	-1	95
698	-1	95
699	-1	95
700	-1	95
712	60	95
718	-1	95
723	128	78
752	655376	78
811	-1	95
812	-1	95
813	-1	95
814	-1	95
815	-1	95
816	-1	95
817	-1	95
818	-1	95
819	-1	95
820	-1	95
821	-1	95
822	-1	95
823	-1	95
824	-1	95
825	-1	95
826	-1	95
827	-1	95
828	-1	95
829	-1	95
830	-1	95
831	-1	95
832	-1	95
833	-1	95
834	-1	95
835	-1	95
836	-1	95
837	-1	95
838	-1	95
839	-1	95
840	-1	95
841	-1	95
842	-1	95
843	-1	95
844	-1	95
845	-1	95
846	-1	95
847	-1	95
848	-1	95
849	-1	95
850	-1	95
851	-1	95
852	-1	95
853	-1	95
854	-1	95
855	-1	95
856	-1	95
857	-1	95
858	-1	95
859	-1	95
860	-1	95
861	-1	95
862	-1	95
863	-1	95
864	-1	95
865	-1	95
866	-1	95
867	-1	95
868	-1	95
869	-1	95
870	-1	95
871	-1	95
872	-1	95
873	-1	95
874	-1	95
875	-1	95
876	-1	95
877	-1	95
878	-1	95
879	-1	95
880	-1	95
881	-1	95
882	-1	95
883	-1	95
884	-1	95
885	-1	95
886	-1	95
887	-1	95
888	-1	95
889	-1	95
890	-1	95
891	-1	95
892	-1	95
893	-1	95
894	-1	95
1069	-1	95
1074	-2147483648	78
1101	-1	95
1104	-1	95
1106	-1	95
1168	-1	95
1169	-1	95
1170	-1	95
1175	-1	95
1295	1000	78
1384	-1	95
1442	-1	95
1499	-1	95
1500	-1	95
1501	-1	95
1502	-1	95
1503	-1	95
1504	-1	95
1506	-1	95
1507	-1	95
1508	-1	95
1509	-1	95
1510	-1	95
1569	262144	78
1602	-1	95
1604	-1	95
1608	-1	95
1609	-1	95
1618	4096	78
1661	-1	95
1701	-1	95
1720	-1	95
1748	225	78
1750	-16912800	78
1753	225	78
1760	-1	95
1761	-1	95
1762	-1	95
1763	-1	95
1764	-1	95
1765	-1	95
1766	-1	95
1767	-1	95
1787	60	95
1793	-1	95
2006	1073741824	78
2088	-1	95
2141	536870912	78
2279	-1	95
2280	-1	95
2281	-1	95
2282	-1	95
2283	-1	95
2284	-1	95
2391	262144	78
2533	-1	95
2604	-1	95
2605	-1	95
2606	-1	95
2607	-1	95
2608	-1	95
2609	-1	95
2610	-1	95
2611	-1	95
2644	-1	95
2645	-1	95
2646	-1	95
2647	-1	95
2648	-1	95
2649	-1	95
2650	-1	95
2651	-1	95
2652	-1	95
2653	-1	95
2654	-1	95
2655	-1	95
2656	-1	95
2662	-1	95
2776	-1	95
2807	-1	95
2914	-2147483648	78
2947	-1	95
2956	-1	95
2957	-1	95
2958	-1	95
2975	-1	95
2985	-1	95
3013	-1	95
3014	-1	95
3015	-1	95
3016	-1	95
3045	-1	95
3100	-2147483648	78
3124	1	95
3125	17	95
3126	17	95
3127	17	95
3170	-1	95
3185	4	95
3186	-1	95
3226	-1	95
3252	-1	95
3253	-1	95
3254	-1	95
3255	-1	95
3256	-1	95
3257	-1	95
3258	-1	95
3259	1536	78
3272	0	95
3276	511305630	78
3277	4	95
3354	-1	95
3473	-1	95
3506	-1	95
3538	-1	95
3550	-1	95
3573	-1	95
3574	-1	95
3620	124	95
3695	-1	95
3696	-1	95
3697	-1	95
3698	-1	95
3699	-1	95
3711	64	95
3857	-1	95
3858	-1	95
3864	-1	95
3865	-1	95
3866	-1	95
3867	-1	95
3890	-1	95
3906	-1	95
3919	524288	78
3986	-1	95
4033	805306368	78
4066	1	95
4068	1	95
4076	1	95
4078	1	95
4080	1	95
4084	1	95
4086	1	95
4090	1	95
4091	30550	78
4092	1	95
4117	-1	95
4129	-1	95
4131	-1	95
4133	-1	95
4135	-1	95
4137	-1	95
4160	-1	95
4319	-1	95
4320	-1	95
4321	-1	95
4322	-1	95
4323	-1	95
4324	-1	95
4325	-1	95
4326	-1	95
4327	-1	95
4328	-1	95
4329	-1	95
4330	-1	95
4334	16777222	78
4335	-1	95
4408	-1	95
4409	-1	95
4427	-1	95
4428	-1	95
4429	-1	95
4430	-1	95
4431	-1	95
4432	-1	95
4433	-1	95
4434	-1	95
4435	-1	95
4436	-1	95
4437	-1	95
4438	-1	95
4439	-1	95
4440	-1	95
4468	64	95
4562	-1	95
4686	536870912	78
4734	-1	95
4735	-1	95
4789	-1	95
4824	-1	95
4850	-1	95
4859	-1	95
4860	-1	95
4871	-1	95
4919	670	78
5005	-1	95
5006	-1	95
5030	-1	95
5060	-1	95
5062	-1	95
5087	-1	95
5144	-1	95
5148	-1	95
5196	-1	95
5197	-1	95
5200	-1	95
5264	50331649	78
5335	-1	95
5336	-1	95
5337	-1	95
5338	-1	95
5339	-1	95
5340	-1	95
5341	-1	95
5342	-1	95
5343	-1	95
5344	-1	95
5345	-1	95
5346	-1	95
5347	-1	95
5348	-1	95
5349	-1	95
5350	-1	95
5351	-1	95
5352	-1	95
5353	-1	95
5354	-1	95
5355	-1	95
5356	-1	95
5357	-1	95
5358	-1	95
5359	-1	95
5360	-1	95
5361	-1	95
5362	-1	95
5363	-1	95
5364	-1	95
5365	-1	95
5366	-1	95
5367	-1	95
5368	-1	95
5369	-1	95
5370	-1	95
5371	-1	95
5372	-1	95
5373	-1	95
5374	-1	95
5375	-1	95
5376	-1	95
5377	-1	95
5378	-1	95
5379	-1	95
5380	-1	95
5381	-1	95
5382	-1	95
5383	-1	95
5384	-1	95
5385	-1	95
5386	-1	95
5387	-1	95
5388	-1	95
5389	-1	95
5390	-1	95
5391	-1	95
5392	-1	95
5393	-1	95
5394	-1	95
5395	-1	95
5396	-1	95
5397	-1	95
5398	-1	95
5399	-1	95
5400	-1	95
5401	-1	95
5402	-1	95
5403	-1	95
5404	-1	95
5414	-1	95
5425	-1	95
5426	-1	95
5428	-1	95
5673	1073741824	78
5676	-1	95
5682	7168	78
5684	-1	95
5701	2048	78
5787	-1	95
5804	-1	95
5810	-1	95
5826	-1	95
5827	-1	95
5830	1073741824	78
5854	-1	95
5872	1073741823	78
5873	1073741823	78
5874	1073741823	78
5875	1073741823	78
5876	1073741823	78
5877	1073741823	78
5878	1073741823	78
5879	1073741823	78
5880	1073741823	78
5886	-1	95
5936	-1	95
5971	3080	78
5992	-1	95
5993	-1	95
6079	-1	95
6080	-1	95
6081	-1	95
6082	-1	95
6083	-1	95
6084	-1	95
6085	-1	95
6086	-1	95
6087	-1	95
6152	-16912800	78
6153	-16912800	78
6164	8192	78
6168	-1	95
6214	-1	95
6361	-1	95
6370	-1	95
6393	-1	95
6505	1073741824	78
6568	-1	95
6613	-2147483648	78
6620	-1	95
6621	-1	95
6625	33652736	78
6628	-1	95
6691	16384	78
6692	-2147483648	78
6758	-1	95
6766	-1	95
6767	-1	95
6777	524288	78
6796	-1	95
6810	-1	95
6811	-1	95
6812	-1	95
6813	-1	95
6814	-1	95
6815	-1	95
6816	-1	95
6817	-1	95
6818	-1	95
6819	-1	95
6820	-1	95
6867	-1	95
6868	-1	95
6880	1	95
6884	2	95
6891	-1	95
7101	-1	95
7107	12582912	78
7134	-1	95
7246	-1	95
7253	-1	95
7254	-1	95
7535	-1	95
7544	1025	78
7557	4	95
7641	-2147483648	78
7650	-1	95
7651	-1	95
7652	-1	95
7721	1	95
7722	8	95
7723	-1	95
7724	-1	95
7725	-1	95
7809	-1	95
7810	-1	95
7863	-1	95
7871	1073741824	78
7881	-1	95
7909	-1	95
7960	-1	95
7981	-1	95
7982	-1	95
7983	-1	95
7994	-1	95
7995	-1	95
7998	2048	78
8029	-1	95
8030	-1	95
8031	-1	95
8041	201326592	78
8042	-1	95
8067	-1	95
8068	-1	95
8069	-1	95
8070	-1	95
8071	-1	95
8072	-1	95
8157	-1	95
8173	-1	95
8174	-1	95
8198	2	95
8203	1073741824	78
8242	-1	95
8258	32768	78
8331	-1	95
8332	-1	95
8333	-1	95
8334	-1	95
8335	-1	95
8339	-1	95
8531	-1	95
8551	-1	95
8568	-21954882	78
8569	-166461790	78
8570	-21954882	78
8571	-166461790	78
8573	-1	95
8601	-1	95
8628	-1	95
8629	-1	95
8630	-1	95
8631	-1	95
8729	2	95
8745	-1	95
8746	-1	95
8748	-1	95
8749	-1	95
8750	-1	95
8751	-1	95
8752	-1	95
8755	17039360	78
8801	-1	95
8802	-1	95
8803	-1	95
8804	-1	95
8805	-1	95
8806	-1	95
8807	-1	95
8808	-1	95
8809	-1	95
8810	-1	95
8811	-1	95
8812	-1	95
8813	-1	95
8814	-1	95
8815	-1	95
8816	-1	95
8817	-1	95
8818	-1	95
8819	-1	95
8820	-1	95
8821	-1	95
8822	-1	95
8823	-1	95
8824	-1	95
8825	-1	95
8826	-1	95
8827	-1	95
8828	-1	95
8829	-1	95
8830	-1	95
8831	-1	95
8832	-1	95
8833	-1	95
8834	-1	95
8835	-1	95
8836	-1	95
8837	-1	95
8838	-1	95
8839	-1	95
8840	-1	95
8841	-1	95
8842	-1	95
8970	-1	95
9005	-1	95
9063	-1	95
9064	-1	95
9071	-1	95
9091	-1	95
9093	-1	95
9097	-1	95
9098	-1	95
9099	-1	95
9100	-1	95
9117	-1	95
9118	-1	95
9119	-1	95
9120	-1	95
9121	-1	95
9122	-1	95
9123	-1	95
9124	-1	95
9125	-1	95
9126	-1	95
9127	-1	95
9128	-1	95
9137	-1	95
9140	-1	95
9143	-1	95
9146	-1	95
9149	-1	95
9178	-1	95
9179	-1	95
9180	-1	95
9181	-1	95
9182	-1	95
9183	-1	95
9184	-1	95
9185	-1	95
9186	-1	95
9187	-1	95
9188	-1	95
9189	-1	95
9190	-1	95
9200	-1	95
9212	-1	95
9215	-1	95
9216	-1	95
9284	-1	95
9288	-1	95
9294	-1	95
9436	-1	95
9438	-1	95
9440	-1	95
9460	-1	95
9465	-1	95
9501	-1	95
9528	-1	95
9590	-1	95
9594	-1	95
9596	-1	95
9607	-1	95
9608	-1	95
9609	-1	95
9616	-1	95
9617	-1	95
9618	-1	95
9619	-1	95
9622	-1	95
9623	-1	95
9624	-1	95
9625	-1	95
9626	-1	95
9628	-1	95
9629	-1	95
9630	-1	95
9631	-1	95
9663	1	95
9684	-1	95
9685	-1	95
9686	-1	95
9687	-1	95
9688	-1	95
9689	-1	95
9690	-1	95
9691	-1	95
9692	-1	95
9693	-1	95
9694	-1	95
9695	-1	95
9696	-1	95
9697	-1	95
9715	-1	95
9727	-1	95
9728	-1	95
9729	-1	95
9730	-1	95
9731	-1	95
9732	-1	95
9733	-1	95
9749	-1	95
9750	-1	95
9751	-1	95
9752	-1	95
9753	-1	95
9754	-1	95
9755	-1	95
9756	-1	95
9759	-1	95
9761	-1	95
9773	-1	95
9774	-1	95
9782	0	95
9792	128	78
9793	-1	95
9800	1	95
9801	1073741823	78
9802	1073741823	78
9803	1073741823	78
9804	1073741823	78
9805	1073741823	78
9806	1073741823	78
9807	1073741823	78
9808	1073741823	78
9809	1073741823	78
9810	1073741823	78
9811	1073741823	78
9812	1073741823	78
9813	1073741823	78
9814	1073741823	78
9815	1073741823	78
9816	1073741823	78
9817	1073741823	78
9818	1073741823	78
9819	1073741823	78
9820	1073741823	78
9821	1073741823	78
9822	1073741823	78
9823	1073741823	78
9824	1073741823	78
9825	1073741823	78
9826	1073741823	78
9827	1073741823	78
9828	1073741823	78
9829	1073741823	78
9830	1073741823	78
9831	1073741823	78
9832	1073741823	78
